,Unnamed: 0, 상품매출현황(전체) ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,조회기간 : 2020-06-03 ~ 2020-06-03,,,,,
1,,상 품 명,상 품 코 드,수    량,점유율(수량),판매금액,점유율(금액)
2,,단팥빵, 1002,30,5.7915057915057915,39000,2.414412183495326
3,,옛날크림빵, 1003,11,2.1235521235521237,16500,1.0214820776326379
4,,소보루빵, 1005,19,3.667953667953668,24700,1.5291277162137065
5,,생크림빵, 1007,2,0.3861003861003861,5000,0.3095400235250418
6,,우유버터크림, 1009,10,1.9305019305019304,15000,0.9286200705751254
7,,완두앙금빵, 1010,11,2.1235521235521237,14300,0.8852844672816195
8,,생크림팥 왕빵, 1011,2,0.3861003861003861,5600,0.3466848263480468
9,,소보루왕빵, 1013,1,0.19305019305019305,2500,0.1547700117625209
10,,그린찰왕빵, 1014,1,0.19305019305019305,2500,0.1547700117625209
11,,옥수수왕빵, 1015,3,0.5791505791505791,7500,0.4643100352875627
12,,찰브레드, 1163,3,0.5791505791505791,11400,0.7057512536370952
13,,맘모스, 1169,5,0.9652509652509652,15000,0.9286200705751254
14,,땅콩크림 빵, 1256,9,1.7374517374517375,13500,0.8357580635176128
15,,찹쌀도넛, 1049,10,1.9305019305019304,15000,0.9286200705751254
16,,찹쌀스틱, 1050,3,0.5791505791505791,3900,0.24144121834953258
17,,생크림꽈베기, 1051,2,0.3861003861003861,5000,0.3095400235250418
18,,팥도넛, 1052,7,1.3513513513513513,10500,0.6500340494025878
19,,튀김소보루, 1053,1,0.19305019305019305,2000,0.12381600941001672
20,,소보루꽈베기, 1055,16,3.088803088803089,28800,1.7829505355042408
21,,츄러스, 1056,5,0.9652509652509652,10000,0.6190800470500836
22,,고로케, 1166,3,0.5791505791505791,6000,0.37144802823005013
23,,옛날모찌, 1102,22,4.2471042471042475,28600,1.770568934563239
24,,황란빵, 1108,1,0.19305019305019305,1300,0.08048040611651086
25,,밤만주, 1109,6,1.1583011583011582,7800,0.48288243669906517
26,,왕만주, 1249,4,0.7722007722007722,8000,0.4952640376400669
27,,우유식빵, 1004,5,0.9652509652509652,15000,0.9286200705751254
28,,잡곡식빵, 1016,4,0.7722007722007722,12000,0.7428960564601003
29,,옥수수식빵, 1017,2,0.3861003861003861,5000,0.3095400235250418
30,,밤식빵, 1019,2,0.3861003861003861,10000,0.6190800470500836
31,,환타스틱, 1023,2,0.3861003861003861,7000,0.4333560329350585
32,,초코깜파뉴, 1024,1,0.19305019305019305,3500,0.21667801646752924
33,,바게트, 1025,2,0.3861003861003861,6600,0.40859283105305516
34,,딸기잼, 1227,1,0.19305019305019305,4200,0.2600136197610351
35,,흑임자아몬드, 1242,3,0.5791505791505791,8700,0.5385996409335727
36,,꿀빵, 1270,2,0.3861003861003861,5400,0.33430322540704516
37,,새우바게트, 1026,55,10.617760617760618,275000,17.0247012938773
38,,크림치즈바게트, 1027,60,11.583011583011583,298000,18.44858540209249
39,,마늘바게트, 1028,25,4.826254826254826,87500,5.416950411688231
40,,연유볼, 1030,7,1.3513513513513513,35000,2.1667801646752927
41,,불고기또띠아, 1034,1,0.19305019305019305,2500,0.1547700117625209
42,,에그 품은 토스트, 1250,1,0.19305019305019305,3000,0.18572401411502507
43,,알레스카, 1068,4,0.7722007722007722,14000,0.866712065870117
44,,먹물크림파이, 1070,1,0.19305019305019305,3900,0.24144121834953258
45,,팡콩파이, 1071,3,0.5791505791505791,4500,0.2785860211725376
46,,마롱브리오슈, 1073,2,0.3861003861003861,5600,0.3466848263480468
47,,콘치즈트라이, 1074,2,0.3861003861003861,7000,0.4333560329350585
48,,나비파이, 1078,2,0.3861003861003861,5600,0.3466848263480468
49,,몽블랑, 1081,1,0.19305019305019305,3800,0.23525041787903175
50,,이탈리아노 1개, 1157,4,0.7722007722007722,5200,0.32192162446604344
51,,고구마 파이, 1254,3,0.5791505791505791,7500,0.4643100352875627
52,,애플 파이, 1255,1,0.19305019305019305,2000,0.12381600941001672
53,,블루베리 파이, 1267,2,0.3861003861003861,7000,0.4333560329350585
54,,공룡알, 1037,7,1.3513513513513513,19600,1.2133968922181637
55,,에그모닝, 1038,2,0.3861003861003861,7000,0.4333560329350585
56,,베이컨챠파타, 1041,2,0.3861003861003861,9800,0.6066984461090819
57,,닭가슴살샐러드, 1042,1,0.19305019305019305,4900,0.30334922305454093
58,,롱소세지, 1047,1,0.19305019305019305,3900,0.24144121834953258
59,,햄버거, 1184,2,0.3861003861003861,7800,0.48288243669906517
60,,불고기 갈릭 핫도그, 1218,1,0.19305019305019305,3500,0.21667801646752924
61,,앙버터, 1057,4,0.7722007722007722,7200,0.4457376338760602
62,,치즈 치아바타, 1059,1,0.19305019305019305,3300,0.20429641552652758
63,,올리브 치아바타, 1060,1,0.19305019305019305,3300,0.20429641552652758
64,,노아레장, 1062,2,0.3861003861003861,7000,0.4333560329350585
65,,마크로네, 1164,6,1.1583011583011582,21000,1.3000680988051756
66,,초코스콘, 1209,2,0.3861003861003861,5600,0.3466848263480468
67,,콘브레드, 1225,11,2.1235521235521237,16500,1.0214820776326379
68,,대왕카스테라1/4, 1093,1,0.19305019305019305,6000,0.37144802823005013
69,,시몬 (개당), 1096,2,0.3861003861003861,2000,0.12381600941001672
70,,쵸코머핀, 1098,1,0.19305019305019305,1800,0.11143440846901505
71,,코코넛케?, 1101,1,0.19305019305019305,2500,0.1547700117625209
72,,롤케이크1호, 1162,4,0.7722007722007722,40000,2.4763201882003343
