,Unnamed: 0, 상품매출현황(전체) ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,조회기간 : 2020-03-20 ~ 2020-03-20,,,,,
1,,상 품 명,상 품 코 드,수    량,점유율(수량),판매금액,점유율(금액)
2,,단팥빵, 1002,74,11.508553654743391,96200,4.650263450476144
3,,옛날크림빵, 1003,22,3.421461897356143,33000,1.5952047179388023
4,,소보루빵, 1005,17,2.6438569206842923,22100,1.068303765649925
5,,생크림빵, 1007,5,0.7776049766718507,12500,0.6042442113404554
6,,우유버터크림, 1009,20,3.1104199066874028,30000,1.450186107217093
7,,완두앙금빵, 1010,13,2.021772939346812,16900,0.8169381737322956
8,,생크림팥 왕빵, 1011,1,0.15552099533437014,3300,0.1595204717938802
9,,소보루왕빵, 1013,5,0.7776049766718507,12500,0.6042442113404554
10,,그린찰왕빵, 1014,10,1.5552099533437014,25000,1.2084884226809107
11,,옥수수왕빵, 1015,5,0.7776049766718507,12500,0.6042442113404554
12,,맘모스, 1169,5,0.7776049766718507,15000,0.7250930536085465
13,,말랑 모카, 1174,3,0.4665629860031104,8400,0.406052110020786
14,,블루베리 요거트빵, 1193,4,0.6220839813374806,10000,0.4833953690723643
15,,찹쌀도넛, 1049,9,1.3996889580093312,13500,0.6525837482476918
16,,찹쌀스틱, 1050,5,0.7776049766718507,6500,0.31420698989703677
17,,생크림꽈베기, 1051,7,1.088646967340591,17500,0.8459418958766375
18,,팥도넛, 1052,6,0.9331259720062208,9000,0.43505583216512783
19,,튀김소보루, 1053,11,1.7107309486780715,22000,1.0634698119592014
20,,옥수수꽈베기, 1054,4,0.6220839813374806,7200,0.3480446657321023
21,,소보루꽈베기, 1055,1,0.15552099533437014,1800,0.08701116643302557
22,,츄러스, 1056,5,0.7776049766718507,10000,0.4833953690723643
23,,고로케, 1166,5,0.7776049766718507,10000,0.4833953690723643
24,,구운고로케, 1167,5,0.7776049766718507,11000,0.5317349059796007
25,,옛날모찌, 1102,12,1.8662519440124417,15600,0.7540967757528882
26,,황란빵, 1108,3,0.4665629860031104,3900,0.18852419393822206
27,,밤만주, 1109,4,0.6220839813374806,5200,0.2513655919176294
28,,만주 선물세트, 1189,1,0.15552099533437014,19500,0.9426209696911103
29,,우유식빵, 1004,3,0.4665629860031104,9000,0.43505583216512783
30,,잡곡식빵, 1016,1,0.15552099533437014,3000,0.1450186107217093
31,,옥수수식빵, 1017,4,0.6220839813374806,10000,0.4833953690723643
32,,밤식빵, 1019,5,0.7776049766718507,25000,1.2084884226809107
33,,모닝빵, 1022,3,0.4665629860031104,10500,0.5075651375259825
34,,환타스틱, 1023,1,0.15552099533437014,3500,0.1691883791753275
35,,바게트, 1025,2,0.3110419906687403,6600,0.3190409435877604
36,,새우바게트, 1026,70,10.88646967340591,350000,16.91883791753275
37,,크림치즈바게트, 1027,57,8.864696734059098,285000,13.776768018562382
38,,마늘바게트, 1028,17,2.6438569206842923,59500,2.8762024459805673
39,,연유볼, 1030,21,3.265940902021773,105000,5.075651375259825
40,,불고기또띠아, 1034,7,1.088646967340591,17500,0.8459418958766375
41,,알레스카, 1068,3,0.4665629860031104,10500,0.5075651375259825
42,,모카브리오슈, 1069,5,0.7776049766718507,17500,0.8459418958766375
43,,티라미슈파이, 1071,3,0.4665629860031104,11700,0.5655725818146662
44,,우유크림파이, 1072,3,0.4665629860031104,11700,0.5655725818146662
45,,마롱브리오슈, 1073,2,0.3110419906687403,5600,0.270701406680524
46,,콘치즈트라이, 1074,3,0.4665629860031104,10500,0.5075651375259825
47,,나비파이, 1078,2,0.3110419906687403,5000,0.24169768453618215
48,,종이파이, 1079,1,0.15552099533437014,2800,0.135350703340262
49,,아몬드크로아상, 1080,1,0.15552099533437014,2500,0.12084884226809108
50,,몽블랑, 1081,4,0.6220839813374806,15200,0.7347609609899937
51,,이탈리아노 1개, 1157,4,0.6220839813374806,5200,0.2513655919176294
52,,공룡알, 1037,8,1.244167962674961,22400,1.082805626722096
53,,에그모닝, 1038,1,0.15552099533437014,3500,0.1691883791753275
54,,베이컨챠파타, 1041,1,0.15552099533437014,4500,0.21752791608256392
55,,닭가슴살샐러드, 1042,1,0.15552099533437014,4900,0.2368637308454585
56,,이탈리안피자, 1043,3,0.4665629860031104,11700,0.5655725818146662
57,,양파랑치즈랑, 1045,1,0.15552099533437014,3300,0.1595204717938802
58,,거북이피쟈, 1046,2,0.3110419906687403,4000,0.1933581476289457
59,,바질크로깡, 1155,2,0.3110419906687403,7000,0.338376758350655
60,,햄버거, 1184,1,0.15552099533437014,3900,0.18852419393822206
61,,앙버터, 1057,7,1.088646967340591,12600,0.609078165031179
62,,플레인 치아바타, 1058,1,0.15552099533437014,2200,0.10634698119592015
63,,치즈 치아바타, 1059,2,0.3110419906687403,6600,0.3190409435877604
64,,올리브 치아바타, 1060,2,0.3110419906687403,6600,0.3190409435877604
65,,노아레장, 1062,1,0.15552099533437014,3500,0.1691883791753275
66,,마크로네, 1164,1,0.15552099533437014,4500,0.21752791608256392
67,,대왕카스테라1/4, 1093,6,0.9331259720062208,36000,1.7402233286605113
68,,엔젤쉬폰, 1094,5,0.7776049766718507,22500,1.0876395804128196
69,,코코넛케?, 1101,5,0.7776049766718507,12500,0.6042442113404554
70,,1호, 1128,2,0.3110419906687403,44000,2.126939623918403
71,,2호, 1129,1,0.15552099533437014,27000,1.3051674964953837
72,,3호, 1130,2,0.3110419906687403,66000,3.1904094358776045
73,,롤케이크1호, 1162,3,0.4665629860031104,30000,1.450186107217093
74,,밀봉카스테라, 1168,12,1.8662519440124417,30000,1.450186107217093
75,,대판카스테라, 1170,1,0.15552099533437014,20000,0.9667907381447286
76,,밤파운드, 1177,3,0.4665629860031104,18000,0.8701116643302557
77,,시몬 (봉지), 1178,6,0.9331259720062208,30000,1.450186107217093
78,,찹쌀카스테라, 1191,1,0.15552099533437014,6000,0.2900372214434186
79,,두부뽀빠이, 1083,4,0.6220839813374806,12000,0.5800744428868372
80,,기페리, 1090,3,0.4665629860031104,7500,0.36254652680427324
81,,마카롱, 1160,12,1.8662519440124417,24000,1.1601488857736744
82,,머랭쿠키, 1187,1,0.15552099533437014,4500,0.21752791608256392
83,,구리볼, 1188,5,0.7776049766718507,22500,1.0876395804128196
84,,깍두기 러스크, 1194,3,0.4665629860031104,10500,0.5075651375259825
85,,아몬드 크로깡, 1195,1,0.15552099533437014,3500,0.1691883791753275
86,,악마의 유혹, 1196,2,0.3110419906687403,7000,0.338376758350655
87,,아메리카노(hot), 1137,4,0.6220839813374806,12000,0.5800744428868372
88,,아메리카노(ice), 1138,2,0.3110419906687403,6400,0.3093730362063131
89,,카페라테(hot), 1139,2,0.3110419906687403,6600,0.3190409435877604
90,,탄산음료, 1141,1,0.15552099533437014,1700,0.08217721274230193
91,,우유(200ml), 1142,4,0.6220839813374806,4000,0.1933581476289457
92,,코롬방쉐이크, 1144,18,2.7993779160186625,45000,2.175279160825639
93,,카페라테(ice), 1149,3,0.4665629860031104,10500,0.5075651375259825
94,,바나나우유, 1151,4,0.6220839813374806,5200,0.2513655919176294
95,,초코몽.딸기몽, 1152,7,1.088646967340591,7700,0.3722144341857205
96,,생크림, 1180,2,0.3110419906687403,2000,0.09667907381447285
97,,합  계,,643,,"2,068,700",
