,Unnamed: 0, 상품매출현황(전체) ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,조회기간 : 2020-02-25 ~ 2020-02-25,,,,,
1,,상 품 명,상 품 코 드,수    량,점유율(수량),판매금액,점유율(금액)
2,,단팥빵, 1002,45,9.761388286334057,58500,4.190244251844423
3,,옛날크림빵, 1003,11,2.386117136659436,16500,1.181863763340735
4,,소보루빵, 1005,18,3.9045553145336225,23400,1.6760977007377695
5,,소보루크림빵, 1008,2,0.43383947939262474,5000,0.3581405343456772
6,,우유버터크림, 1009,17,3.6876355748373104,25500,1.826516725162954
7,,완두앙금빵, 1010,4,0.8676789587852495,5200,0.3724661557195043
8,,생크림 팥 왕빵, 1011,6,1.3015184381778742,19800,1.418236516008882
9,,소보루왕빵, 1013,6,1.3015184381778742,15000,1.0744216030370317
10,,그린찰왕빵, 1014,6,1.3015184381778742,15000,1.0744216030370317
11,,찰브레드, 1163,4,0.8676789587852495,15200,1.088747224410859
12,,맘모스, 1168,2,0.43383947939262474,6000,0.4297686412148127
13,,말랑 모카, 1171,3,0.6507592190889371,8400,0.6016760977007378
14,,찹쌀도넛, 1049,6,1.3015184381778742,9000,0.644652961822219
15,,찹쌀스틱, 1050,5,1.0845986984815619,6500,0.4655826946493804
16,,생크림꽈베기, 1051,4,0.8676789587852495,10000,0.7162810686913544
17,,팥도넛, 1052,8,1.735357917570499,12000,0.8595372824296253
18,,튀김소보루, 1053,12,2.6030368763557483,24000,1.7190745648592507
19,,소보루꽈베기, 1055,10,2.1691973969631237,18000,1.289305923644438
20,,츄러스, 1056,4,0.8676789587852495,8000,0.5730248549530836
21,,구운고로케, 1167,4,0.8676789587852495,8800,0.630327340448392
22,,옛날모찌, 1102,35,7.592190889370933,45500,3.259078862545663
23,,옥수수식빵, 1017,1,0.21691973969631237,2500,0.1790702671728386
24,,밤식빵, 1019,3,0.6507592190889371,15000,1.0744216030370317
25,,바게트, 1025,4,0.8676789587852495,13200,0.9454910106725879
26,,새우바게트, 1026,39,8.459869848156183,195000,13.967480839481413
27,,크림치즈바게트, 1027,44,9.544468546637743,220000,15.758183511209799
28,,마늘바게트, 1028,24,5.206073752711497,84000,6.016760977007378
29,,연유볼, 1030,18,3.9045553145336225,90000,6.446529618222191
30,,불고기또띠아, 1034,3,0.6507592190889371,7500,0.5372108015185159
31,,알레스카, 1068,5,1.0845986984815619,17500,1.2534918702098703
32,,모카브리오슈, 1069,4,0.8676789587852495,14000,1.0027934961678964
33,,먹물크림파이, 1070,3,0.6507592190889371,11700,0.8380488503688848
34,,우유크림파이, 1072,6,1.3015184381778742,23400,1.6760977007377695
35,,마롱브리오슈, 1073,8,1.735357917570499,24000,1.7190745648592507
36,,콘치즈트라이, 1074,2,0.43383947939262474,7000,0.5013967480839482
37,,크로아상, 1077,1,0.21691973969631237,2000,0.1432562137382709
38,,아몬드크로아상, 1080,1,0.21691973969631237,2500,0.1790702671728386
39,,이탈리아노 8개, 1156,1,0.21691973969631237,3500,0.2506983740419741
40,,공룡알, 1037,3,0.6507592190889371,8400,0.6016760977007378
41,,이탈리안피쟈, 1043,3,0.6507592190889371,14700,1.052933170976291
42,,야채사라다, 1044,4,0.8676789587852495,19600,1.4039108946350547
43,,양파랑치즈랑, 1045,5,1.0845986984815619,16500,1.181863763340735
44,,거북이피쟈, 1046,5,1.0845986984815619,10000,0.7162810686913544
45,,앙버터, 1057,2,0.43383947939262474,3600,0.25786118472888764
46,,플레인쟈파타, 1058,4,0.8676789587852495,8800,0.630327340448392
47,,올리브챠파타, 1060,5,1.0845986984815619,16500,1.181863763340735
48,,노아레장, 1062,2,0.43383947939262474,7000,0.5013967480839482
49,,마크로네, 1173,3,0.6507592190889371,13500,0.9669794427333286
50,,대왕카스테라1/4, 1093,8,1.735357917570499,48000,3.4381491297185014
51,,엔젤쉬폰, 1094,7,1.5184381778741864,31500,2.2562853663777664
52,,코코넛케익, 1101,9,1.9522776572668112,22500,1.6116324045555477
53,,대판카스테라, 1170,1,0.21691973969631237,20000,1.4325621373827089
54,,밤파운드, 1174,2,0.43383947939262474,12000,0.8595372824296253
55,,꿀빵, 1112,8,1.735357917570499,28000,2.0055869923357927
56,,아메리카노(hot), 1137,2,0.43383947939262474,6000,0.4297686412148127
57,,카페라테(hot), 1139,1,0.21691973969631237,3300,0.23637275266814697
58,,탄산음료, 1141,1,0.21691973969631237,1700,0.12176778167753026
59,,우유(200ml), 1142,1,0.21691973969631237,1000,0.07162810686913545
60,,카페라테(ice), 1149,2,0.43383947939262474,7000,0.5013967480839482
61,,애플주스, 1151,2,0.43383947939262474,6000,0.4297686412148127
62,,바나나우유, 1152,1,0.21691973969631237,1300,0.09311653892987608
63,,"초코몽,딸기몽", 1153,1,0.21691973969631237,1100,0.078790917556049
64,,합  계,,461,,"1,396,100",
