,Unnamed: 0, 상품매출현황(전체) ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,조회기간 : 2020-03-03 ~ 2020-03-03,,,,,
1,,상 품 명,상 품 코 드,수    량,점유율(수량),판매금액,점유율(금액)
2,,단팥빵, 1002,28,5.761316872427984,36400,2.236146946799361
3,,옛날크림빵, 1003,12,2.4691358024691357,18000,1.1057869517139698
4,,소보루빵, 1005,9,1.8518518518518519,11700,0.7187615186140803
5,,생크림빵, 1007,4,0.823045267489712,10000,0.6143260842855388
6,,우유버터크림, 1009,5,1.02880658436214,7500,0.4607445632141541
7,,완두앙금빵, 1010,17,3.4979423868312756,22100,1.3576606462710408
8,,생크림팥 왕빵, 1011,2,0.411522633744856,6600,0.4054552156284556
9,,소보루왕빵, 1013,2,0.411522633744856,5000,0.3071630421427694
10,,그린찰왕빵, 1014,3,0.6172839506172839,7500,0.4607445632141541
11,,옥수수왕빵, 1015,4,0.823045267489712,10000,0.6143260842855388
12,,찰브레드, 1163,4,0.823045267489712,15200,0.9337756481140189
13,,맘모스, 1169,3,0.6172839506172839,9000,0.5528934758569849
14,,말랑 모카, 1174,4,0.823045267489712,11200,0.6880452143998034
15,,찹쌀도넛, 1049,4,0.823045267489712,6000,0.36859565057132326
16,,찹쌀스틱, 1050,11,2.263374485596708,14300,0.8784863005283204
17,,생크림꽈베기, 1051,5,1.02880658436214,12500,0.7679076053569235
18,,팥도넛, 1052,10,2.05761316872428,15000,0.9214891264283082
19,,튀김소보루, 1053,11,2.263374485596708,22000,1.3515173854281852
20,,소보루꽈베기, 1055,8,1.646090534979424,14400,0.8846295613711758
21,,츄러스, 1056,4,0.823045267489712,8000,0.49146086742843104
22,,고로케, 1166,5,1.02880658436214,10000,0.6143260842855388
23,,구운고로케, 1167,2,0.411522633744856,4400,0.27030347708563707
24,,옛날모찌, 1102,18,3.7037037037037037,23000,1.4129499938567391
25,,우유식빵, 1004,10,2.05761316872428,30000,1.8429782528566163
26,,잡곡식빵, 1016,1,0.205761316872428,3000,0.18429782528566163
27,,옥수수식빵, 1017,4,0.823045267489712,10000,0.6143260842855388
28,,밤식빵, 1019,3,0.6172839506172839,15000,0.9214891264283082
29,,모닝빵, 1022,1,0.205761316872428,3500,0.21501412949993856
30,,환타스틱, 1023,2,0.411522633744856,7000,0.4300282589998771
31,,초코깜파뉴, 1024,1,0.205761316872428,3500,0.21501412949993856
32,,바게트, 1025,1,0.205761316872428,3300,0.2027276078142278
33,,새우바게트, 1026,50,10.2880658436214,250000,15.35815210713847
34,,크림치즈바게트, 1027,72,14.814814814814815,360000,22.115739034279397
35,,마늘바게트, 1028,19,3.909465020576132,66500,4.085268460498833
36,,연유볼, 1030,21,4.320987654320987,105000,6.450423884998157
37,,불고기또띠아, 1034,3,0.6172839506172839,7500,0.4607445632141541
38,,알레스카, 1068,4,0.823045267489712,14000,0.8600565179997542
39,,모카브리오슈, 1069,1,0.205761316872428,3500,0.21501412949993856
40,,먹물크림파이, 1070,3,0.6172839506172839,11700,0.7187615186140803
41,,티라미슈파이, 1071,5,1.02880658436214,19500,1.1979358643568006
42,,우유크림파이, 1072,4,0.823045267489712,15600,0.9583486914854404
43,,마롱브리오슈, 1073,3,0.6172839506172839,8400,0.5160339107998526
44,,콘치즈트라이, 1074,1,0.205761316872428,3500,0.21501412949993856
45,,아몬드크로아상, 1080,1,0.205761316872428,2500,0.1535815210713847
46,,몽블랑, 1081,4,0.823045267489712,15200,0.9337756481140189
47,,이탈리아노 1개, 1157,4,0.823045267489712,3200,0.1965843469713724
48,,이탈리아노 5개, 1158,2,0.411522633744856,7000,0.4300282589998771
49,,공룡알, 1037,4,0.823045267489712,11200,0.6880452143998034
50,,이탈리안피자, 1043,1,0.205761316872428,3900,0.2395871728713601
51,,야채사라다, 1044,2,0.411522633744856,7800,0.4791743457427202
52,,양파랑치즈랑, 1045,1,0.205761316872428,3300,0.2027276078142278
53,,거북이피쟈, 1046,6,1.2345679012345678,12000,0.7371913011426465
54,,앙버터, 1057,4,0.823045267489712,7200,0.4423147806855879
55,,플레인 치아바타, 1058,5,1.02880658436214,11000,0.6757586927140926
56,,치즈 치아바타, 1059,2,0.411522633744856,6600,0.4054552156284556
57,,올리브 치아바타, 1060,2,0.411522633744856,6600,0.4054552156284556
58,,노아레장, 1062,2,0.411522633744856,7000,0.4300282589998771
59,,마크로네, 1164,4,0.823045267489712,18000,1.1057869517139698
60,,대왕카스테라1/4, 1093,1,0.205761316872428,6000,0.36859565057132326
61,,엔젤쉬폰, 1094,3,0.6172839506172839,13500,0.8293402137854773
62,,코코넛케?, 1101,5,1.02880658436214,12500,0.7679076053569235
63,,1호, 1128,1,0.205761316872428,22000,1.3515173854281852
64,,2호, 1129,1,0.205761316872428,27000,1.6586804275709546
65,,롤케이크1호, 1162,2,0.411522633744856,20000,1.2286521685710776
66,,밀봉카스테라, 1168,7,1.440329218106996,17500,1.075070647499693
